rank,primary_isbn13,publisher,title,author,category,pub_date,Amazon Product ID,Amazon Rating,Amazon Rating Total,Amazon Price
12,9781510766808,Skyhorse,THE REAL ANTHONY FAUCI,Robert F. Kennedy Jr,Hardcover Nonfiction,2022-02-06,1510766804,4.8,9972.0,19.89
13,9781637630594,Forefront,THE GREAT RESET,Glenn Beck with Justin Haskins,Hardcover Nonfiction,2022-02-06,B09MJ3FZXS,4.6,458.0,14.99
14,9781982173760,Simon & Schuster,JUST PURSUIT,Laura Coates,Hardcover Nonfiction,2022-02-06,1982173769,4.6,68.0,18.99
15,9781984878106,Viking,THINK AGAIN,Adam Grant,Hardcover Nonfiction,2022-02-06,1984878107,4.6,8092.0,16.75
9,9781984818416,Ballantine,WISH YOU WERE HERE,Jodi Picoult,Hardcover Fiction,2022-02-06,B0925DXNV1,4.4,12057.0,14.99
13,9780593296844,Viking,SOMETHING TO HIDE,Elizabeth George,Hardcover Fiction,2022-02-06,B09284JLRF,4.4,2786.0,14.99
7,9780385546027,Doubleday,THE JUDGE'S LIST,John Grisham,Hardcover Fiction,2022-02-06,B093N8JP2B,4.5,37831.0,0.0
5,9780593185414,Dutton,ONE STEP TOO FAR,Lisa Gardner,Hardcover Fiction,2022-02-06,B09HCV6XHF,4.7,1661.0,0.0
4,9780316499774,"Little, Brown",THE HORSEWOMAN,James Patterson and Mike Lupica,Hardcover Fiction,2022-02-06,B093ZQBLZY,4.4,1954.0,14.99
3,9780735222359,Viking,THE LINCOLN HIGHWAY,Amor Towles,Hardcover Fiction,2022-02-06,B08WRH53MY,4.4,25623.0,14.99
2,9780593356159,Ballantine,THE MAID,Nita Prose,Hardcover Fiction,2022-02-06,B091Y4KGFH,4.3,5106.0,13.99
