rank,primary_isbn13,publisher,title,category,pub_date,Amazon Product ID,Amazon Price,Amazon Rating,Amazon Rating Total
3,9780698193284,Ballantine,BLOOD VOW,E-Book Fiction,2016-12-25,B01CWZGA4U,8.99,4.8,2856.0
6,9780062645371,Morrow,ALL THE GALLANT MEN,E-Book Nonfiction,2016-12-25,0062645358,22.77,4.8,1281.0
8,9780997263619,KT Publishing,WOMANIZER,E-Book Fiction,2016-12-25,B01KYEL8YI,4.99,4.5,577.0
15,9780316319997,"Little, Brown",THE CHRISTMAS MYSTERY,E-Book Fiction,2016-12-25,B01DSTTRMG,3.99,4.4,849.0
12,9781101632093,Penguin,MRS. HEMINGWAY,E-Book Fiction,2016-12-25,B00FX7R8XW,4.99,4.2,821.0
10,9781101884867,Loveswept,SOMEONE LIKE YOU,E-Book Fiction,2016-12-25,B014BR4A3A,6.99,4.6,406.0
14,9781455595754,Center Street,RIVER OF TIME,E-Book Nonfiction,2016-12-25,145559573X,15.99,4.5,340.0
12,9781250116475,Holt,SUPERFICIAL,E-Book Nonfiction,2016-12-25,B01K5Q6WFK,0.0,4.1,691.0
4,9780316217637,Orbit,BABYLON'S ASHES,E-Book Fiction,2016-12-25,B01D53NR9O,0.0,4.6,6492.0
1,9781455520701,Grand Central,TWO BY TWO,E-Book Fiction,2016-12-18,B01KGK5KH6,0.0,4.5,10450.0
3,9781250121011,St. Martin's,BEHIND CLOSED DOORS,E-Book Fiction,2016-12-18,1250132363,8.8,4.3,27608.0
7,9781101622742,Penguin,THE BOYS IN THE BOAT,E-Book Nonfiction,2016-12-18,B00D67EOMO,0.0,4.8,28952.0
5,9780062268372,Dey Street/Morrow,YES PLEASE,E-Book Nonfiction,2016-12-18,B00MP22QRQ,0.0,4.3,5206.0
14,9781101906859,Crown Forum,ENHANCED INTERROGATION,E-Book Nonfiction,2016-12-18,1101906847,23.16,4.7,525.0
13,9781250115652,Flatiron,KATHY GRIFFIN'S CELEBRITY RUN-INS,E-Book Nonfiction,2016-12-18,B01K5NU4RK,0.0,4.1,588.0
12,9781501117237,Touchstone,SCRAPPY LITTLE NOBODY,E-Book Nonfiction,2016-12-18,B01ETUKWOU,0.0,4.6,2388.0
6,9780062101204,Morrow/HarperCollins,ORPHAN TRAIN,E-Book Fiction,2016-12-18,0061950726,11.77,4.6,24267.0
15,9780698193673,Berkley,WHEN ALL THE GIRLS HAVE GONE,E-Book Fiction,2016-12-18,B01COJUHBQ,5.99,4.5,860.0
10,9780062250827,Harper,THE FLAME BEARER,E-Book Fiction,2016-12-18,B01JGP2MHS,0.0,4.8,2027.0
11,9780553897845,Bantam,A GAME OF THRONES,E-Book Fiction,2016-12-18,B0001DBI1Q,0.0,4.7,24270.0
14,9781939996466,Denise Grover Swank,FAMILY JEWELS,E-Book Fiction,2016-12-18,B01LBS7H50,2.99,4.5,1448.0
14,9780307589385,Crown,THE IMMORTAL LIFE OF HENRIETTA LACKS,E-Book Nonfiction,2016-12-11,1400052181,12.1,4.7,15598.0
12,9780698188365,Blue Rider Press,THE PRINCESS DIARIST,E-Book Nonfiction,2016-12-11,B01AAXYD54,0.0,4.4,2982.0
11,9780062415820,Dey Street,NOTORIOUS RBG,E-Book Nonfiction,2016-12-11,B00TP0554W,14.99,4.8,4590.0
4,9780698163454,Penguin,JAMES MADISON,E-Book Nonfiction,2016-12-11,B00JRHEHO2,0.0,4.6,836.0
5,9780062316103,Harper,SAPIENS,E-Book Nonfiction,2016-12-11,B0741F3M7C,0.0,4.6,51548.0
15,9780698185395,Riverhead,THE GIRL ON THE TRAIN,E-Book Fiction,2016-12-11,1594634025,7.48,4.1,87947.0
2,9780316387859,"Little, Brown",THE CHEMIST,E-Book Fiction,2016-12-11,B01LZMGSKX,0.0,4.4,6090.0
13,9780062320247,Harper,THE BLACK WIDOW,E-Book Fiction,2016-12-11,B016UE6KTO,9.99,4.6,8138.0
12,9781681196336,Bloomsbury Spark,OUT OF BOUNDS,E-Book Fiction,2016-12-11,B06XJ8Z6ZC,0.0,4.5,295.0
10,9781250022127,Minotaur,A GREAT RECKONING,E-Book Fiction,2016-12-11,B01BBXF0HC,9.99,4.8,7208.0
15,9780997552942,VanScoy,MISCHIEF AND THE MASTERS,E-Book Fiction,2016-12-04,B01N3KTNP2,5.99,4.7,589.0
11,9781942832034,JKB,SWEET CHEEKS,E-Book Fiction,2016-12-04,B01N0CLG7U,2.99,4.6,931.0
6,9781250132932,Thomas Dunne/St. Martin’s,OUR REVOLUTION,E-Book Nonfiction,2016-12-04,B01M03PIKA,0.0,4.8,1575.0
3,9780062436726,Morrow,CHAOS,E-Book Fiction,2016-12-04,B01BKD6YYQ,7.99,4.0,4915.0
6,9780399575525,Putnam,ODESSA SEA,E-Book Fiction,2016-12-04,B01COJUGQ2,8.99,4.6,2288.0
7,9781501108600,Simon & Schuster,THE SLEEPING BEAUTY KILLER,E-Book Fiction,2016-12-04,B01E4BC1VQ,0.0,4.7,2068.0
12,9780307889805,Crown/Archetype,TESTIMONY,E-Book Nonfiction,2016-12-04,0307889793,13.69,4.6,1240.0
14,9780698198067,Portfolio,THE ROAD TO RUIN,E-Book Nonfiction,2016-12-04,1591848083,13.29,4.6,848.0
5,9781101595954,Penguin,THE SIGNAL AND THE NOISE,E-Book Nonfiction,2016-11-27,B007V65R54,11.99,4.5,1815.0
8,9781429952118,Tor,AT THE SIGN OF TRIUMPH,E-Book Fiction,2016-11-27,B01MTK9SC9,0.0,4.5,973.0
14,9780698411340,Signet,SOMEONE TO LOVE,E-Book Fiction,2016-11-27,B01BK0SQ36,7.99,4.5,1315.0
15,9781942834205,EverAfter,SAY YOU WANT ME,E-Book Fiction,2016-11-27,B01M4S2AJK,0.0,4.7,1757.0
6,9780062463562,Avon Impulse,ONE SNOWY NIGHT,E-Book Fiction,2016-11-27,B01CY36WHK,0.99,4.4,516.0
5,9780698406216,Jove,LEOPARD'S FURY,E-Book Fiction,2016-11-27,B01BK0SPU0,8.99,4.8,1026.0
3,9781466867512,St. Martin's,THIS WAS A MAN,E-Book Fiction,2016-11-27,B01BSNQJIY,9.99,4.6,7516.0
9,9780692527771,Rutherford,WRONG,E-Book Fiction,2016-11-27,B015ZZEYWE,0.0,4.3,3660.0
14,9781101608487,Viking,WHITE TRASH,E-Book Nonfiction,2016-11-27,B016JPTQ9U,14.99,4.4,2838.0
13,9781466836952,"Farrar, Straus & Giroux",THE UNWINDING,E-Book Nonfiction,2016-11-27,B092P78Q2P,38.51,4.4,58.0
8,9780307886866,Crown,JUST BABIES,E-Book Nonfiction,2016-11-27,0307886859,13.99,4.4,263.0
10,9780998244419,Rutherford,TRUST,E-Book Fiction,2016-11-27,B01M73QZ68,0.0,4.6,1142.0
5,9781101883860,Delacorte,THE AWARD,E-Book Fiction,2016-11-20,B01BJSRSF6,8.99,4.7,1866.0
13,9781625795465,Baen Books,SHADOW OF VICTORY,E-Book Fiction,2016-11-20,B01MCVUHBO,6.99,3.4,1323.0
3,9781942834205,BAAE,SAY YOU WANT ME,E-Book Fiction,2016-11-20,B07DB6T5SQ,0.0,4.3,2257.0
6,9780451488015,Berkley,ARCHANGEL'S HEART,E-Book Fiction,2016-11-20,B01E4WAGLM,7.99,4.7,1033.0
9,9780698152670,Putnam,ESCAPE CLAUSE,E-Book Fiction,2016-11-20,B01BD1SSA8,9.99,4.6,4578.0
10,9781476783505,Emily Bestler/Atria,VINCE FLYNN: ORDER TO KILL,E-Book Fiction,2016-11-20,B01CO34K8I,12.99,4.6,4725.0
12,9780997263633,KT Publishing,MR. PRESIDENT,E-Book Fiction,2016-11-20,B01LY39XCK,4.99,4.6,763.0
7,9781628738988,Skyhorse,DONOVAN,E-Book Nonfiction,2016-11-20,1626365393,14.95,4.6,231.0
15,9781101907498,Crown Archetype,NOT DEAD YET,E-Book Nonfiction,2016-11-20,B01JYEUQWO,0.0,4.6,2218.0
14,9780735289871,Waterbrook,SHAKEN,E-Book Nonfiction,2016-11-20,0735289883,10.01,4.8,2903.0
12,9780062659439,Harper/HarperCollins,CLINTON CASH,E-Book Nonfiction,2016-11-20,0062369296,14.99,4.7,3012.0
6,9780062238481,Harper,SISTERS IN LAW,E-Book Nonfiction,2016-11-20,0062238477,14.49,4.3,619.0
4,9781621576426,Regnery,GUILTY AS SIN,E-Book Nonfiction,2016-11-20,1621576418,2.48,4.7,1090.0
14,9781250105103,St. Martin's,THE LOST GIRLS,E-Book Fiction,2016-11-20,B01E3PS8S8,8.99,4.6,343.0
15,9780385530873,Nan A. Talese,A LOWCOUNTRY HEART,E-Book Nonfiction,2016-11-13,0385530862,15.81,4.7,468.0
13,9780544453678,Houghton Mifflin Harcourt,GUNSLINGER,E-Book Nonfiction,2016-11-13,B01LZ32HD8,0.0,4.6,502.0
14,9780062469762,Dey Street/Morrow,A LITTLE THING CALLED LIFE,E-Book Nonfiction,2016-11-13,B01I28A3SK,0.0,4.5,1294.0
2,9780399573965,Putnam,"SEX, LIES  AND SERIOUS MONEY",E-Book Fiction,2016-11-13,B01BS7N84S,9.99,4.0,1449.0
9,9780345548719,Bantam,THE FLEET AT FLOOD TIDE,E-Book Nonfiction,2016-11-13,1629670537,14.1,4.5,1976.0
5,9780316251310,Orbit,THE BLOOD MIRROR,E-Book Fiction,2016-11-13,B01K8S3XJ8,0.0,4.6,2731.0
7,9781937608538,DLZ Entertainment,SUBMISSION IS NOT ENOUGH,E-Book Fiction,2016-11-13,B01JAJPP6A,4.99,4.7,509.0
11,9781466887336,St. Martin's,NIGHT WATCH,E-Book Fiction,2016-11-13,B01DSWKABU,9.99,4.7,596.0
15,9781943781249,Fog City,LUKE,E-Book Fiction,2016-11-13,B01LOV6IPY,0.0,4.4,327.0
14,9781942833284,Flip City Media,MARRIAGE GAMES,E-Book Fiction,2016-11-13,B01MPZTV5A,5.99,4.5,894.0
10,9780062425478,Morrow/HarperCollins,FAMILY TREE,E-Book Fiction,2016-11-13,0062425447,11.42,4.6,1359.0
9,9780374712242,"Farrar, Straus & Giroux",THE SELLOUT,E-Book Fiction,2016-11-13,B00MLN1TT0,10.99,4.1,2711.0
12,9781579657314,Artisan,BETTER THAN NEW,E-Book Nonfiction,2016-11-06,1579656676,9.35,4.7,690.0
14,9780735221093,Viking,THE TRESPASSER,E-Book Fiction,2016-11-06,B01COJUFIQ,12.99,4.4,4167.0
15,9781455568130,Grand Central,MISSING,E-Book Fiction,2016-11-06,B01BU1IUPE,9.99,4.4,1543.0
15,9780316337564,"Little, Brown",TRUEVINE,E-Book Nonfiction,2016-11-06,0316337528,11.99,4.3,322.0
14,9780385535748,Doubleday,HERO OF THE EMPIRE,E-Book Nonfiction,2016-11-06,B01J6GNLB8,0.0,4.7,1501.0
13,9781501153280,Simon & Schuster,THEY'RE PLAYING OUR SONG,E-Book Nonfiction,2016-11-06,B01LZC9W2T,0.0,4.5,374.0
11,9781476723440,Atria,HUNGRY HEART,E-Book Nonfiction,2016-11-06,B00A25FA3K,13.99,4.4,422.0
8,9780062457530,Dey Street/Morrow,BUFFERING,E-Book Nonfiction,2016-11-06,B01J221CIU,0.0,4.8,582.0
12,9780062491817,Harper/HarperCollins,COMMONWEALTH,E-Book Fiction,2016-11-06,0062491830,10.13,4.0,4824.0
13,9781455581238,Grand Central,STING,E-Book Fiction,2016-11-06,B01FQLZSPY,8.99,4.5,2427.0
10,9780812997842,Dial,THE TRUTH ACCORDING TO US,E-Book Fiction,2016-11-06,B00VSDANY6,0.0,4.2,1021.0
9,9780698411449,Dutton,HOME,E-Book Fiction,2016-11-06,B01COJUGOE,9.99,4.6,6189.0
8,9780997426229,Emma Chase,ROYALLY SCREWED,E-Book Fiction,2016-11-06,B01M1A1GC2,0.0,4.4,1636.0
2,9781455536900,Grand Central,THE OBSIDIAN CHAMBER,E-Book Fiction,2016-11-06,B01FD96JIE,9.99,4.5,2770.0
15,9781682307168,Claire Contreras,THE PLAYER,E-Book Fiction,2016-10-30,B08FFVRR8D,0.0,4.5,709.0
14,9781101871362,Pantheon,PRECIOUS AND GRACE,E-Book Fiction,2016-10-30,B01AQO0IJM,9.99,4.7,1783.0
15,9781455559640,Grand Central,BETWEEN BREATHS,E-Book Nonfiction,2016-10-30,B01K8OSWKW,0.0,4.6,1398.0
14,9780306823077,Da Capo,I AM BRIAN WILSON,E-Book Nonfiction,2016-10-30,B01IWDWL62,0.0,4.5,766.0
10,9781476793887,Scribner,A LIFE IN PARTS,E-Book Nonfiction,2016-10-30,B01F7MT78Q,0.0,4.7,1572.0
8,9780997217834,Toya Wright,IN MY OWN WORDS ... MY REAL REALITY,E-Book Nonfiction,2016-10-30,B01MEDAAMH,8.99,4.6,543.0
3,9781476723440,Simon & Schuster,HUNGRY HEART,E-Book Nonfiction,2016-10-30,B00A25FA3K,13.99,4.4,422.0
12,9781101968147,Loveswept,SUGAR FREE,E-Book Fiction,2016-10-30,B01AQO16PW,7.99,4.5,321.0
12,9781101906224,Crown Forum,A TORCH KEPT LIT,E-Book Nonfiction,2016-10-30,B01LY91A3T,0.0,4.6,513.0
4,9781101987759,Berkley,CRIMSON DEATH,E-Book Fiction,2016-10-30,B01KBM0YPM,0.0,4.4,2827.0
7,9781942288091,CP Publishing,GOING DOWN FAST,E-Book Fiction,2016-10-30,B01IILS7MU,4.99,4.3,1308.0
9,9781250019981,St. Martin's Press,TAKING EVE,Combined Print Fiction,2013-05-05,B008RLPPS6,11.99,4.5,1079.0
10,9781455526956,Grand Central Publishing,THE BLACK BOX,Combined Print Fiction,2013-05-05,B0076DELIG,11.99,4.5,7461.0
3,9780446547635,Grand Central Publishing,THE BEST OF ME,Combined Print Fiction,2013-05-05,B004QZ9PLU,8.99,4.6,7782.0
13,9781250010070,St. Martin's Press,DON'T GO,Combined Print Fiction,2013-05-05,B008BU6THE,4.99,4.4,1249.0
3,9781118452950,Jossey-Bass,ATHENA DOCTRINE,Combined Print Nonfiction,2013-05-05,111845295X,0.0,4.4,70.0
20,9781400069804,Random House,SALT SUGAR FAT,Combined Print Nonfiction,2013-05-05,0812982193,9.99,4.6,2067.0
18,9780307594884,Knopf,MY BELOVED WORLD,Combined Print Nonfiction,2013-05-05,034580483X,15.26,4.6,3351.0
17,9781400066117,Random House,MOM & ME & MOM,Combined Print Nonfiction,2013-05-05,1400066115,12.93,4.7,1812.0
16,9780805096668,Holt,KILLING KENNEDY,Combined Print Nonfiction,2013-05-05,B009KEZN4U,0.0,4.6,9963.0
15,9780312381042,St. Martin's Press,MY WAY,Combined Print Nonfiction,2013-05-05,0312381042,31.15,4.0,414.0
14,9781586489120,PublicAffairs,GREAT DEFORMATION,Combined Print Nonfiction,2013-05-05,1982160276,21.0,4.5,830.0
11,9780670026555,Viking,GIVE AND TAKE,Combined Print Nonfiction,2013-05-05,0143124986,13.92,4.6,2870.0
9,9780062213655,Morrow,UNSINKABLE,Combined Print Nonfiction,2013-05-05,B00BW9ZW88,0.0,4.4,1295.0
14,9781455523153,Grand Central Publishing,THE FORGOTTEN,Combined Print Fiction,2013-05-05,B0087K43LW,11.99,4.5,9749.0
18,9780525953487,Dutton,SIX YEARS,Combined Print Fiction,2013-05-05,B008EKMBW8,9.99,4.3,6937.0
16,9780425264768,Berkley,THE WITNESS,Combined Print Fiction,2013-05-05,B007UWOY62,0.0,4.7,7895.0
17,9780399159879,Putnam,UNINTENDED CONSEQUENCES,Combined Print Fiction,2013-05-05,B00AFPVOC8,9.99,4.5,1218.0
19,9781455515516,Vision,NOW YOU SEE HER,Combined Print Fiction,2013-05-05,B0058AW35M,0.0,4.5,1784.0
20,9780345803498,Vintage,FIFTY SHADES DARKER,Combined Print Fiction,2013-05-05,B007UWP5AG,0.0,4.5,30647.0
6,9780062238863,HarperCollins Publishers,AMERICAN SNIPER,Combined Print Nonfiction,2013-04-28,B006ST49K4,0.0,4.7,18623.0
4,9780670026555,Penguin Group,GIVE AND TAKE,Combined Print Nonfiction,2013-04-28,0143124986,13.92,4.6,2870.0
3,9780307476074,Knopf Doubleday Publishing,WILD,Combined Print Nonfiction,2013-04-28,B01NCT5R2J,34.99,4.7,5.0
1,9780385349949,Knopf Doubleday Publishing,LEAN IN,Combined Print Nonfiction,2013-04-28,0385349947,12.6,4.5,7504.0
3,9780316176484,"Little, Brown & Company",LIFE AFTER LIFE,Combined Print Fiction,2013-04-28,0316176494,10.67,3.9,7945.0
4,9780399159879,Penguin Group,UNINTENDED CONSEQUENCES,Combined Print Fiction,2013-04-28,B00AFPVOC8,9.99,4.5,1218.0
6,9780345541338,Knopf Doubleday Publishing,CALICO JOE,Combined Print Fiction,2013-04-28,B0067AN0VI,6.99,4.4,5490.0
9,9780062213655,HarperCollins Publishers,UNSINKABLE,Combined Print Nonfiction,2013-04-28,B00BW9ZW88,0.0,4.4,1295.0
7,9781400067688,Random House Publishing,THE BURGESS BOYS,Combined Print Fiction,2013-04-28,B009MYAWIA,9.99,4.1,3083.0
8,9780385349833,Knopf Doubleday Publishing,MANUSCRIPT FOUND IN ACCRA,Combined Print Fiction,2013-04-28,B00B3Z5Y1G,0.0,4.6,1282.0
9,9780307588364,Crown Publishing,GONE GIRL,Combined Print Fiction,2013-04-28,B0088UT8IO,0.0,4.1,63771.0
10,9780525953487,Penguin Group,SIX YEARS,Combined Print Fiction,2013-04-28,B008EKMBW8,9.99,4.3,6937.0
11,9780307346612,Crown Publishing,WORLD WAR Z,Combined Print Fiction,2013-04-28,B00BIK73QA,0.0,4.4,7675.0
12,9780425264768,Penguin Group,THE WITNESS,Combined Print Fiction,2013-04-28,B007UWOY62,0.0,4.7,7895.0
13,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,Combined Print Fiction,2013-04-28,B007R07BK8,0.0,4.0,56993.0
14,9780553573404,Random House Publishing,A GAME OF THRONES,Combined Print Fiction,2013-04-28,B0001DBI1Q,0.0,4.7,24270.0
16,9780345528810,Random House Publishing,STARTING NOW,Combined Print Fiction,2013-04-28,B005O1BGRQ,5.99,4.7,1675.0
17,9780425250662,Penguin Group,DELUSION IN DEATH,Combined Print Fiction,2013-04-28,B007T8LJO2,7.99,4.8,3068.0
18,9781451668926,Simon & Schuster,THE LOST YEARS,Combined Print Fiction,2013-04-28,B005IGYXFE,0.0,4.5,1494.0
19,9781455515516,"Little, Brown & Company",NOW YOU SEE HER,Combined Print Fiction,2013-04-28,B0058AW35M,0.0,4.5,1784.0
20,9780061928178,HarperCollins Publishers,BEAUTIFUL RUINS,Combined Print Fiction,2013-04-28,0061928178,11.59,4.0,4229.0
8,9780307352156,Crown Publishing,QUIET,Combined Print Nonfiction,2013-04-28,9123962984,40.8,5.0,3.0
10,9781594204807,Penguin Group,WAY OF THE KNIFE,Combined Print Nonfiction,2013-04-28,014312501X,13.99,4.4,508.0
16,9780425252864,Penguin Group,A HIGHER CALL,Combined Print Nonfiction,2013-04-28,0425255735,11.78,4.8,8106.0
19,9781400066117,Random House Publishing,MOM & ME & MOM,Combined Print Nonfiction,2013-04-28,1400066115,12.93,4.7,1812.0
18,9780385346870,Crown Publishing,SUM IT UP,Combined Print Nonfiction,2013-04-28,0385347057,18.0,4.9,1134.0
15,9781400069804,Random House Publishing,SALT SUGAR FAT,Combined Print Nonfiction,2013-04-28,0812982193,9.99,4.6,2067.0
14,9780307594884,Knopf Doubleday Publishing,MY BELOVED WORLD,Combined Print Nonfiction,2013-04-28,034580483X,15.26,4.6,3351.0
19,9781451617528,Touchstone,THE GIRLS OF ATOMIC CITY,Combined Print Nonfiction,2013-04-21,1451617534,11.09,4.4,2122.0
20,9781476703541,Howard Books,DUCK COMMANDERS,Combined Print Nonfiction,2013-04-21,B009NOT8N4,0.0,4.8,2245.0
1,9781476712987,Simon & Schuster,WALKING DISASTER,Combined Print Fiction,2013-04-21,1476712980,11.59,4.5,5067.0
4,9780425267066,Penguin Group,FEVER,Combined Print Fiction,2013-04-21,B009NY44LK,5.99,4.3,1674.0
10,9780316043045,"Little, Brown & Company",THE HOST,Combined Print Fiction,2013-04-21,B003IGDD7A,8.99,4.6,9066.0
12,9780778314479,Harlequin,THE WANDERER,Combined Print Fiction,2013-04-21,B07MTJHNMC,6.99,4.6,2359.0
16,9780547848655,Houghton Mifflin Harcourt,CLEAN,Combined Print Nonfiction,2013-04-21,0544112326,14.99,4.6,461.0
7,9781451697247,Scribner,"CARRY ON, WARRIOR",Combined Print Nonfiction,2013-04-21,B00BL44W0S,0.0,4.7,3144.0
10,9780230342118,Palgrave Macmillan,SECRETS OF SILICON VALLEY,Combined Print Nonfiction,2013-04-21,1137279176,17.99,4.3,63.0
17,9780316056892,"Little, Brown & Company",BOSSYPANTS,Combined Print Nonfiction,2013-04-14,B004V6APR2,0.0,4.3,7648.0
16,9781400069743,Random House Publishing,THOSE ANGRY DAYS,Combined Print Nonfiction,2013-04-14,0812982142,13.63,4.6,585.0
18,9780805093070,Holt,KILLING LINCOLN,Combined Print Nonfiction,2013-04-14,B005PTP0QU,0.0,4.7,10573.0
20,9780425261019,Penguin Group,LET'S PRETEND THIS NEVER HAPPENED,Combined Print Nonfiction,2013-04-14,0425261018,10.19,4.4,7136.0
11,9780525953722,Penguin Group,NO EASY DAY,Combined Print Nonfiction,2013-04-14,B0095PEFYS,0.0,4.6,9269.0
12,9781476714783,Simon & Schuster,SOUNDTRACK OF MY LIFE,Combined Print Nonfiction,2013-04-14,1476714797,16.89,4.4,365.0
14,9781400064168,Random House Publishing,UNBROKEN,Combined Print Nonfiction,2013-04-14,B004CJN7TG,0.0,4.8,32696.0
1,9780451239358,Penguin Group,LOVER AT LAST,Combined Print Fiction,2013-04-14,B008BM4LZY,8.99,4.6,4731.0
20,9780764209796,Bethany House Publishers,THE GUARDIAN,Combined Print Fiction,2013-04-14,B00AHY0VN0,9.99,4.8,724.0
19,9780062068644,HarperCollins Publishers,AND THEN SHE FELL,Combined Print Fiction,2013-04-14,0062068644,5.99,4.5,405.0
18,9780425256381,Penguin Group,DEADLOCKED,Combined Print Fiction,2013-04-14,B007Z95RO8,0.0,4.4,3956.0
17,9781439102763,Atria/Emily Bestler Books,THE STORYTELLER,Combined Print Fiction,2013-04-14,1439102775,10.76,4.6,11575.0
15,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Combined Print Fiction,2013-04-14,0156027321,8.99,4.4,12947.0
13,9780778314363,Harlequin,SAND CASTLE BAY,Combined Print Fiction,2013-04-14,B00BPCON1E,0.0,4.5,580.0
9,9780062049605,HarperCollins Publishers,LEAVING EVERYTHING MOST LOVED,Combined Print Fiction,2013-04-14,B008QXXQOU,9.99,4.6,1678.0
11,9780316218511,"Little, Brown & Company",THE HOST,Combined Print Fiction,2013-04-07,B003IGDD7A,8.99,4.6,9066.0
19,9780399161773,Penguin Group,THE STRIKER,Combined Print Fiction,2013-04-07,B008ON474K,9.99,4.5,1478.0
18,9780440246138,Random House Publishing,DEFENDING JACOB,Combined Print Fiction,2013-04-07,0345533666,10.98,4.4,13525.0
17,9780374533571,"Farrar, Straus & Giroux",THE SILVER LININGS PLAYBOOK,Combined Print Fiction,2013-04-07,0374533571,9.69,4.4,4728.0
16,9780345521316,Random House Publishing,THE PARIS WIFE,Combined Print Fiction,2013-04-07,0345521315,11.64,4.4,4879.0
14,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,Combined Print Fiction,2013-04-07,B007UWPAD8,0.0,4.5,30405.0
13,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,Combined Print Fiction,2013-04-07,B007UWP5AG,0.0,4.5,30647.0
12,9781455523542,Grand Central Publishing,SAFE HAVEN,Combined Print Fiction,2013-04-07,1455523542,8.99,4.7,10177.0
10,9780307273574,Knopf Doubleday Publishing,A WEEK IN WINTER,Combined Print Fiction,2013-04-07,B009MYARTO,8.99,4.5,7638.0
8,9780446572989,Grand Central Publishing,THE INNOCENT,Combined Print Fiction,2013-04-07,B007UWOXKE,0.0,4.6,11214.0
7,9780316097512,"Little, Brown & Company","ALEX CROSS, RUN",Combined Print Fiction,2013-04-07,B0076DCP16,9.99,4.6,5397.0
20,9780399160752,Penguin Group,BREAKING POINT,Combined Print Fiction,2013-04-07,0399160752,25.0,4.8,3173.0
9,9780307460998,Crown Publishing,DRIFT,Combined Print Nonfiction,2013-04-07,B007OZVJMW,0.0,4.7,1765.0
14,9780062241450,HarperCollins Publishers,UNTIL I SAY GOOD-BYE,Combined Print Nonfiction,2013-04-07,0062241478,12.74,4.6,916.0
20,9780425259290,Penguin Group,THE THIEF,Combined Print Fiction,2013-03-31,B006LU1SBI,9.99,4.5,1065.0
12,9780345523501,Random House Publishing,BLOODFIRE QUEST,Combined Print Fiction,2013-03-31,B00B3YK0KC,0.0,4.6,904.0
5,9780446547574,Grand Central Publishing,SAFE HAVEN,Combined Print Fiction,2013-03-31,B00435JD8S,0.0,4.7,10177.0
4,9780547848419,Houghton Mifflin Harcourt,LIFE OF PI,Combined Print Fiction,2013-03-31,B074WFYQ2K,0.0,4.4,12947.0
16,9781476733951,Simon & Schuster,WOOL,Combined Print Fiction,2013-03-31,B00C9M7P5K,0.0,4.6,17156.0
20,9780307592736,Knopf Doubleday Publishing,WILD,Combined Print Nonfiction,2013-03-31,0307476073,9.29,4.5,21580.0
16,9781594205347,Penguin Group,DETROIT,Combined Print Nonfiction,2013-03-31,B00CDVZIW4,0.0,4.6,1325.0
18,9780316017930,"Little, Brown & Company",OUTLIERS,Combined Print Nonfiction,2013-03-31,0316017930,16.99,4.7,19024.0
19,9781420118537,Kensington Publishing,YOU DON’T WANT TO KNOW,Combined Print Fiction,2013-03-24,0639931723,13.99,4.5,1274.0
17,9780547928173,Houghton Mifflin Harcourt,FRANCONA,Combined Print Nonfiction,2013-03-24,0547928173,19.99,4.5,689.0
16,9781401324797,Hyperion,DAMN FEW,Combined Print Nonfiction,2013-03-24,1401324797,16.12,4.7,829.0
15,9780812993929,Random House Publishing,OUT OF ORDER,Combined Print Nonfiction,2013-03-24,B00B3Z5VA0,0.0,4.0,168.0
13,9780061967559,HarperCollins Publishers,COOLIDGE,Combined Print Nonfiction,2013-03-24,0061967599,19.99,4.5,1029.0
18,9780446571821,"Little, Brown & Company",11TH HOUR,Combined Print Fiction,2013-03-24,B005S8O7S0,9.99,4.7,4728.0
1,9780441020010,Penguin Group,FROST BURNED,Combined Print Fiction,2013-03-24,B00BP3FDXA,0.0,4.8,3553.0
13,9780399158827,Penguin Group,CALCULATED IN DEATH,Combined Print Fiction,2013-03-24,B008ON43PS,8.99,4.7,3745.0
12,9781451647037,Howard Books,THE CHANCE,Combined Print Fiction,2013-03-24,1451672985,9.49,4.8,1798.0
20,9780786963645,Wizards of the Coast,THE LAST THRESHOLD,Combined Print Fiction,2013-03-24,B00AXZZ1HO,0.0,4.6,1222.0
6,9781455523559,Grand Central Publishing,SAFE HAVEN,Combined Print Fiction,2013-03-24,147894837X,6.74,4.7,10177.0
9,9781414319704,Tyndale House Publishers,DAMASCUS COUNTDOWN,Combined Print Fiction,2013-03-24,B008PX1XHI,12.99,4.7,2583.0
13,9780062078117,HarperCollins Publishers,IMMORTAL EVER AFTER,Combined Print Fiction,2013-03-17,B00AV6FD64,7.99,4.8,900.0
16,9780758280343,Kensington Publishing,RED VELVET CUPCAKE MURDER,Combined Print Fiction,2013-03-17,0758280343,26.94,4.6,1460.0
20,9780670026715,Penguin Group,THE VATICAN DIARIES,Combined Print Nonfiction,2013-03-17,B008EKOJZK,14.99,4.2,303.0
18,9781400067558,Random House Publishing,BEHIND THE BEAUTIFUL FOREVERS,Combined Print Nonfiction,2013-03-17,081297932X,10.18,4.3,3540.0
17,9780307700667,Knopf Doubleday Publishing,GOING CLEAR,Combined Print Nonfiction,2013-03-17,B00AWUEDGA,13.99,4.4,2111.0
