rank,primary_isbn10,primary_isbn13,publisher,title,author,category,pub_date
10,1455586498,9781455586493,Grand Central,NO MAN'S LAND,David Baldacci,E-Book Fiction,current
11,None,9780399574184,Putnam,BELOW THE BELT,Stuart Woods,E-Book Fiction,current
12,031640716X,9780316407168,"Little, Brown",CROSS THE LINE,James Patterson,E-Book Fiction,current
13,1250105617,9781250105615,Flatiron,THE DRY,Jane Harper,E-Book Fiction,current
14,1429960272,9781429960274,Forge,A DOG'S PURPOSE,W Bruce Cameron,E-Book Fiction,current
15,0385538928,9780385538923,Doubleday,THE SLEEPWALKER,Chris Bohjalian,E-Book Fiction,current
1,None,9780399574184,Putnam,BELOW THE BELT,Stuart Woods,E-Book Fiction,2017-01-22
2,0425285359,9780425285350,Delacorte,THE MISTRESS,Danielle Steel,E-Book Fiction,2017-01-22
3,0345459504,9780345459503,Ballantine,DISTANT SHORES,Kristin Hannah,E-Book Fiction,2017-01-22
4,0385541201,9780385541206,Doubleday,THE WHISTLER,John Grisham,E-Book Fiction,2017-01-22
5,1627795952,9781627795951,Henry Holt,THE NORTH WATER,Ian McGuire,E-Book Fiction,2017-01-22
6,None,9780698156357,Penguin,SILVER BAY,Jojo Moyes,E-Book Fiction,2017-01-22
7,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2017-01-22
8,0997263644,9780997263640,KT Publishing,COMMANDER IN CHIEF,Katy Evans,E-Book Fiction,2017-01-22
9,None,9781476738031,Atria,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2017-01-22
10,0547345666,9780547345666,Houghton Mifflin Harcourt,THE HANDMAID'S TALE,Margaret Atwood,E-Book Fiction,2017-01-22
11,031640716X,9780316407168,"Little, Brown",CROSS THE LINE,James Patterson,E-Book Fiction,2017-01-22
12,1455586498,9781455586493,Grand Central,NO MAN'S LAND,David Baldacci,E-Book Fiction,2017-01-22
13,006175272X,9780061752728,HarperCollins,STATE OF FEAR,Michael Crichton,E-Book Fiction,2017-01-22
14,1942833296,9781942833291,Flip City Media,SEPARATION GAMES,C D Reiss,E-Book Fiction,2017-01-22
15,1466851902,9781466851900,Forge,THE FINAL DAY,William R Forstchen,E-Book Fiction,2017-01-22
1,0316225959,9780316225953,"Little, Brown",THE WRONG SIDE OF GOODBYE,Michael Connelly,E-Book Fiction,2017-01-15
2,1455586498,9781455586493,Grand Central,NO MAN'S LAND,David Baldacci,E-Book Fiction,2017-01-15
3,1250069815,9781250069818,Flatiron,TRULY MADLY GUILTY,Liane Moriarty,E-Book Fiction,2017-01-15
4,None,9781420140668,Zebra,CRASH AND BURN,Fern Michaels,E-Book Fiction,2017-01-15
5,0385541201,9780385541206,Doubleday,THE WHISTLER,John Grisham,E-Book Fiction,2017-01-15
6,1101904232,9781101904237,Broadway,DARK MATTER,Blake Crouch,E-Book Fiction,2017-01-15
7,1466850604,9781466850606,St. Martin's,THE NIGHTINGALE,Kristin Hannah,E-Book Fiction,2017-01-15
8,None,A00B01LYEOR3I,Aurora Rose Reynolds,UNTIL ASHLYN,Aurora Rose Reynolds,E-Book Fiction,2017-01-15
9,1466885807,9781466885806,Thomas Dunne,ALL THE UGLY AND WONDERFUL THINGS,Bryn Greenwood,E-Book Fiction,2017-01-15
10,0062416219,9780062416216,HarperCollins,THE ALCHEMIST,Paulo Coelho,E-Book Fiction,2017-01-15
11,1101947144,9781101947142,Knopf,HOMEGOING,Yaa Gyasi,E-Book Fiction,2017-01-15
12,031640716X,9780316407168,"Little, Brown",CROSS THE LINE,James Patterson,E-Book Fiction,2017-01-15
13,0062414232,9780062414236,Ecco/HarperCollins,THE NEST,Cynthia D'Aprix Sweeney,E-Book Fiction,2017-01-15
14,1488022666,9781488022661,Carina Press,EVERYTHING FOR HER,Alexa Riley,E-Book Fiction,2017-01-15
15,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2017-01-15
1,None,A00B01HFPDRI4,Waterhouse,MELT,Helen Hardt,E-Book Fiction,2017-01-08
2,1943772711,9781943772711,NYLA,ONE FELL SWEEP,Ilona Andrews,E-Book Fiction,2017-01-08
3,0385541201,9780385541206,Doubleday,THE WHISTLER,John Grisham,E-Book Fiction,2017-01-08
4,031640716X,9780316407168,"Little, Brown",CROSS THE LINE,James Patterson,E-Book Fiction,2017-01-08
5,1455586498,9781455586493,Grand Central,NO MAN'S LAND,David Baldacci,E-Book Fiction,2017-01-08
6,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2017-01-08
7,None,9780698410664,Putnam,TOM CLANCY TRUE FAITH AND ALLEGIANCE,Mark Greaney,E-Book Fiction,2017-01-08
8,080417881X,9780804178815,Delacorte,NIGHT SCHOOL,Lee Child,E-Book Fiction,2017-01-08
9,0316225959,9780316225953,"Little, Brown",THE WRONG SIDE OF GOODBYE,Michael Connelly,E-Book Fiction,2017-01-08
10,None,A00B01FWPZQRY,Waterhouse,CRAVING,Helen Hardt,E-Book Fiction,2017-01-08
11,None,9781476738031,Atria,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2017-01-08
12,1455569941,9781455569946,Forever,THE TROUBLE WITH DUKES,Grace Burrowes,E-Book Fiction,2017-01-08
13,0385537042,9780385537049,Doubleday,THE UNDERGROUND RAILROAD,Colson Whitehead,E-Book Fiction,2017-01-08
14,0345543025,9780345543028,Bantam,TURBO TWENTY-THREE,Janet Evanovich,E-Book Fiction,2017-01-08
15,1628727233,9781628727234,Arcade,THE HAMILTON AFFAIR,Elizabeth Cobbs,E-Book Fiction,2017-01-08
1,0062381709,9780062381705,Morrow/HarperCollins,THE SEVENTH PLAGUE,James Rollins,E-Book Fiction,2017-01-01
2,1946136034,9781946136039,HTJB,LIGHT AFTER DARK,Marie Force,E-Book Fiction,2017-01-01
3,0385541201,9780385541206,Doubleday,THE WHISTLER,John Grisham,E-Book Fiction,2017-01-01
4,031640716X,9780316407168,"Little, Brown",CROSS THE LINE,James Patterson,E-Book Fiction,2017-01-01
5,1455586498,9781455586493,Grand Central,NO MAN'S LAND,David Baldacci,E-Book Fiction,2017-01-01
6,1101968117,9781101968116,Loveswept,MAX,Sawyer Bennett,E-Book Fiction,2017-01-01
7,080417881X,9780804178815,Delacorte,NIGHT SCHOOL,Lee Child,E-Book Fiction,2017-01-01
8,1942847041,9781942847045,WGW Books,NAUGHTY BOSS,Whitney G,E-Book Fiction,2017-01-01
9,None,9780698410664,Putnam,TOM CLANCY TRUE FAITH AND ALLEGIANCE,Mark Greaney,E-Book Fiction,2017-01-01
10,None,9780451488701,Intermix,DARK CRIME,Christine Feehan,E-Book Fiction,2017-01-01
11,0698190750,9780698190757,Berkley,ISLAND OF GLASS,Nora Roberts,E-Book Fiction,2017-01-01
12,0316225959,9780316225953,"Little, Brown",THE WRONG SIDE OF GOODBYE,Michael Connelly,E-Book Fiction,2017-01-01
13,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2017-01-01
14,None,9780997120172,Teddy Harrison,MOONSHADOW,Thea Harrison,E-Book Fiction,2017-01-01
15,0385537042,9780385537049,Doubleday,THE UNDERGROUND RAILROAD,Colson Whitehead,E-Book Fiction,2017-01-01
1,0698190750,9780698190757,Berkley,ISLAND OF GLASS,Nora Roberts,E-Book Fiction,2016-12-25
2,None,9780698410664,Putnam,TOM CLANCY TRUE FAITH AND ALLEGIANCE,Mark Greaney,E-Book Fiction,2016-12-25
3,0698193288,9780698193284,Ballantine,BLOOD VOW,J R Ward,E-Book Fiction,2016-12-25
4,0316217638,9780316217637,Orbit,BABYLON'S ASHES,James S A Corey,E-Book Fiction,2016-12-25
5,031640716X,9780316407168,"Little, Brown",CROSS THE LINE,James Patterson,E-Book Fiction,2016-12-25
6,1455586498,9781455586493,Grand Central,NO MAN'S LAND,David Baldacci,E-Book Fiction,2016-12-25
7,0385541201,9780385541206,Doubleday,THE WHISTLER,John Grisham,E-Book Fiction,2016-12-25
8,099726361X,9780997263619,KT Publishing,WOMANIZER,Katy Evans,E-Book Fiction,2016-12-25
9,080417881X,9780804178815,Delacorte,NIGHT SCHOOL,Lee Child,E-Book Fiction,2016-12-25
10,110188486X,9781101884867,Loveswept,SOMEONE LIKE YOU,Lauren Layne,E-Book Fiction,2016-12-25
11,0316225959,9780316225953,"Little, Brown",THE WRONG SIDE OF GOODBYE,Michael Connelly,E-Book Fiction,2016-12-25
12,1101632097,9781101632093,Penguin,MRS. HEMINGWAY,Naomi Wood,E-Book Fiction,2016-12-25
13,0345543025,9780345543028,Bantam,TURBO TWENTY-THREE,Janet Evanovich,E-Book Fiction,2016-12-25
14,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2016-12-25
15,0316319996,9780316319997,"Little, Brown",THE CHRISTMAS MYSTERY,James Patterson with Richard DiLallo,E-Book Fiction,2016-12-25
1,1455520705,9781455520701,Grand Central,TWO BY TWO,Nicholas Sparks,E-Book Fiction,2016-12-18
2,1250069815,9781250069818,Flatiron,TRULY MADLY GUILTY,Liane Moriarty,E-Book Fiction,2016-12-18
3,1250121019,9781250121011,St. Martin's,BEHIND CLOSED DOORS,B A Paris,E-Book Fiction,2016-12-18
4,1455586498,9781455586493,Grand Central,NO MAN'S LAND,David Baldacci,E-Book Fiction,2016-12-18
5,080417881X,9780804178815,Delacorte,NIGHT SCHOOL,Lee Child,E-Book Fiction,2016-12-18
6,,9780062101204,Morrow/HarperCollins,ORPHAN TRAIN,Christina Baker Kline,E-Book Fiction,2016-12-18
7,0385541201,9780385541206,Doubleday,THE WHISTLER,John Grisham,E-Book Fiction,2016-12-18
8,1459295366,9781459295360,Harlequin,UNFINISHED BUSINESS,Nora Roberts,E-Book Fiction,2016-12-18
9,031640716X,9780316407168,"Little, Brown",CROSS THE LINE,James Patterson,E-Book Fiction,2016-12-18
10,0062250825,9780062250827,Harper,THE FLAME BEARER,Bernard Cornwell,E-Book Fiction,2016-12-18
11,0553897845,9780553897845,Bantam,A GAME OF THRONES,George RR Martin,E-Book Fiction,2016-12-18
12,0345543025,9780345543028,Bantam,TURBO TWENTY-THREE,Janet Evanovich,E-Book Fiction,2016-12-18
13,0316225959,9780316225953,"Little, Brown",THE WRONG SIDE OF GOODBYE,Michael Connelly,E-Book Fiction,2016-12-18
14,1939996465,9781939996466,Denise Grover Swank,FAMILY JEWELS,Denise Grover Swank,E-Book Fiction,2016-12-18
15,None,9780698193673,Berkley,WHEN ALL THE GIRLS HAVE GONE,Jayne Ann Krentz,E-Book Fiction,2016-12-18
1,031640716X,9780316407168,"Little, Brown",CROSS THE LINE,James Patterson,E-Book Fiction,2016-12-11
2,0316387851,9780316387859,"Little, Brown",THE CHEMIST,Stephenie Meyer,E-Book Fiction,2016-12-11
3,1455586498,9781455586493,Grand Central,NO MAN'S LAND,David Baldacci,E-Book Fiction,2016-12-11
4,080417881X,9780804178815,Delacorte,NIGHT SCHOOL,Lee Child,E-Book Fiction,2016-12-11
5,0385541201,9780385541206,Doubleday,THE WHISTLER,John Grisham,E-Book Fiction,2016-12-11
6,1459295366,9781459295360,Harlequin,UNFINISHED BUSINESS,Nora Roberts,E-Book Fiction,2016-12-11
7,0345543025,9780345543028,Bantam,TURBO TWENTY-THREE,Janet Evanovich,E-Book Fiction,2016-12-11
8,,9780062101204,Morrow/HarperCollins,ORPHAN TRAIN,Christina Baker Kline,E-Book Fiction,2016-12-11
9,0316225959,9780316225953,"Little, Brown",THE WRONG SIDE OF GOODBYE,Michael Connelly,E-Book Fiction,2016-12-11
10,1250022126,9781250022127,Minotaur,A GREAT RECKONING,Louise Penny,E-Book Fiction,2016-12-11
11,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2016-12-11
12,None,9781681196336,Bloomsbury Spark,OUT OF BOUNDS,Lauren Blakely,E-Book Fiction,2016-12-11
13,0062320246,9780062320247,Harper,THE BLACK WIDOW,Daniel Silva,E-Book Fiction,2016-12-11
14,None,A00B01EIJC2TK,Waterhouse,OVER THE EDGE,Meredith Wild,E-Book Fiction,2016-12-11
15,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-12-11
1,0345543025,9780345543028,Bantam,TURBO TWENTY-THREE,Janet Evanovich,E-Book Fiction,2016-12-04
2,1455586498,9781455586493,Grand Central,NO MAN'S LAND,David Baldacci,E-Book Fiction,2016-12-04
3,0062436724,9780062436726,Morrow,CHAOS,Patricia Cornwell,E-Book Fiction,2016-12-04
4,080417881X,9780804178815,Delacorte,NIGHT SCHOOL,Lee Child,E-Book Fiction,2016-12-04
5,0385541201,9780385541206,Doubleday,THE WHISTLER,John Grisham,E-Book Fiction,2016-12-04
6,None,9780399575525,Putnam,ODESSA SEA,Clive Cussler and Dirk Cussler,E-Book Fiction,2016-12-04
7,1501108603,9781501108600,Simon & Schuster,THE SLEEPING BEAUTY KILLER,Mary Higgins Clark and Alafair Burke,E-Book Fiction,2016-12-04
8,0316225959,9780316225953,"Little, Brown",THE WRONG SIDE OF GOODBYE,Michael Connelly,E-Book Fiction,2016-12-04
9,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2016-12-04
10,None,A00B01M23RUSL,Plain Jane,MANAGED,Kristen Callihan,E-Book Fiction,2016-12-04
11,1942832036,9781942832034,JKB,SWEET CHEEKS,K Bromberg,E-Book Fiction,2016-12-04
12,None,A00B01KKOTNBW,Stoker Aces,RESCUING HARLEY,Susan Stoker,E-Book Fiction,2016-12-04
13,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-12-04
14,None,9781476738031,Atria,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-12-04
15,0997552948,9780997552942,VanScoy,MISCHIEF AND THE MASTERS,Cherise Sinclair,E-Book Fiction,2016-12-04
1,080417881X,9780804178815,Delacorte,NIGHT SCHOOL,Lee Child,E-Book Fiction,2016-11-27
2,0385541201,9780385541206,Doubleday,THE WHISTLER,John Grisham,E-Book Fiction,2016-11-27
3,1466867515,9781466867512,St. Martin's,THIS WAS A MAN,Jeffrey Archer,E-Book Fiction,2016-11-27
4,0316225959,9780316225953,"Little, Brown",THE WRONG SIDE OF GOODBYE,Michael Connelly,E-Book Fiction,2016-11-27
5,None,9780698406216,Jove,LEOPARD'S FURY,Christine Feehan,E-Book Fiction,2016-11-27
6,006246356X,9780062463562,Avon Impulse,ONE SNOWY NIGHT,Jill Shalvis,E-Book Fiction,2016-11-27
7,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2016-11-27
8,1429952113,9781429952118,Tor,AT THE SIGN OF TRIUMPH,David Weber,E-Book Fiction,2016-11-27
9,069252777X,9780692527771,Rutherford,WRONG,Jana Aston,E-Book Fiction,2016-11-27
10,0998244414,9780998244419,Rutherford,TRUST,Jana Aston,E-Book Fiction,2016-11-27
11,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-11-27
12,0316387851,9780316387859,"Little, Brown",THE CHEMIST,Stephenie Meyer,E-Book Fiction,2016-11-27
13,None,9781476738031,Atria,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-11-27
14,None,9780698411340,Signet,SOMEONE TO LOVE,Mary Balogh,E-Book Fiction,2016-11-27
15,1942834209,9781942834205,EverAfter,SAY YOU WANT ME,Corinne Michaels,E-Book Fiction,2016-11-27
1,0316225959,9780316225953,"Little, Brown",THE WRONG SIDE OF GOODBYE,Michael Connelly,E-Book Fiction,2016-11-20
2,0385541201,9780385541206,Doubleday,THE WHISTLER,John Grisham,E-Book Fiction,2016-11-20
3,1942834209,9781942834205,BAAE,SAY YOU WANT ME,Corinne Michaels,E-Book Fiction,2016-11-20
4,1250121019,9781250121011,St. Martin's,BEHIND CLOSED DOORS,B A Paris,E-Book Fiction,2016-11-20
5,1101883863,9781101883860,Delacorte,THE AWARD,Danielle Steel,E-Book Fiction,2016-11-20
6,,9780451488015,Berkley,ARCHANGEL'S HEART,Nalini Singh,E-Book Fiction,2016-11-20
7,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2016-11-20
8,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-11-20
9,None,9780698152670,Putnam,ESCAPE CLAUSE,John Sandford,E-Book Fiction,2016-11-20
10,1476783500,9781476783505,Emily Bestler/Atria,VINCE FLYNN: ORDER TO KILL,Kyle Mills,E-Book Fiction,2016-11-20
11,None,9781476738031,Atria,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-11-20
12,0997263636,9780997263633,KT Publishing,MR. PRESIDENT,Katy Evans,E-Book Fiction,2016-11-20
13,None,9781625795465,Baen Books,SHADOW OF VICTORY,David Weber,E-Book Fiction,2016-11-20
14,1250105102,9781250105103,St. Martin's,THE LOST GIRLS,Allison Brennan,E-Book Fiction,2016-11-20
15,1455520705,9781455520701,Grand Central,TWO BY TWO,Nicholas Sparks,E-Book Fiction,2016-11-20
1,0385541201,9780385541206,Doubleday,THE WHISTLER,John Grisham,E-Book Fiction,2016-11-13
2,None,9780399573965,Putnam,"SEX, LIES  AND SERIOUS MONEY",Stuart Woods,E-Book Fiction,2016-11-13
3,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2016-11-13
4,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-11-13
5,0316251313,9780316251310,Orbit,THE BLOOD MIRROR,Brent Weeks,E-Book Fiction,2016-11-13
6,None,9780698152670,Putnam,ESCAPE CLAUSE,John Sandford,E-Book Fiction,2016-11-13
7,1937608530,9781937608538,DLZ Entertainment,SUBMISSION IS NOT ENOUGH,Lexi Blake,E-Book Fiction,2016-11-13
8,1476783500,9781476783505,Emily Bestler/Atria,VINCE FLYNN: ORDER TO KILL,Kyle Mills,E-Book Fiction,2016-11-13
9,0374712247,9780374712242,"Farrar, Straus & Giroux",THE SELLOUT,Paul Beatty,E-Book Fiction,2016-11-13
10,0062425471,9780062425478,Morrow/HarperCollins,FAMILY TREE,Susan Wiggs,E-Book Fiction,2016-11-13
11,1466887338,9781466887336,St. Martin's,NIGHT WATCH,Iris Johansen and Roy Johansen,E-Book Fiction,2016-11-13
12,1455520705,9781455520701,Grand Central,TWO BY TWO,Nicholas Sparks,E-Book Fiction,2016-11-13
13,None,9781476738031,Atria,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-11-13
14,1942833288,9781942833284,Flip City Media,MARRIAGE GAMES,C D Reiss,E-Book Fiction,2016-11-13
15,1943781249,9781943781249,Fog City,LUKE,Barbara Freethy,E-Book Fiction,2016-11-13
1,None,9780698152670,Putnam,ESCAPE CLAUSE,John Sandford,E-Book Fiction,2016-11-06
2,1455536903,9781455536900,Grand Central,THE OBSIDIAN CHAMBER,Douglas Preston and Lincoln Child,E-Book Fiction,2016-11-06
3,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-11-06
4,None,A00B01M9BU7A1,Lauren Blakely,THE SEXY ONE,Lauren Blakely,E-Book Fiction,2016-11-06
5,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2016-11-06
6,1476783500,9781476783505,Emily Bestler/Atria,VINCE FLYNN: ORDER TO KILL,Kyle Mills,E-Book Fiction,2016-11-06
7,1455520705,9781455520701,Grand Central,TWO BY TWO,Nicholas Sparks,E-Book Fiction,2016-11-06
8,0997426225,9780997426229,Emma Chase,ROYALLY SCREWED,Emma Chase,E-Book Fiction,2016-11-06
9,0698411447,9780698411449,Dutton,HOME,Harlan Coben,E-Book Fiction,2016-11-06
10,0812997840,9780812997842,Dial,THE TRUTH ACCORDING TO US,Annie Barrows,E-Book Fiction,2016-11-06
11,None,9781476738031,Atria,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-11-06
12,0062491814,9780062491817,Harper/HarperCollins,COMMONWEALTH,Ann Patchett,E-Book Fiction,2016-11-06
13,1455581232,9781455581238,Grand Central,STING,Sandra Brown,E-Book Fiction,2016-11-06
14,None,9780735221093,Viking,THE TRESPASSER,Tana French,E-Book Fiction,2016-11-06
15,1455568139,9781455568130,Grand Central,MISSING,James Patterson and Kathryn Fox,E-Book Fiction,2016-11-06
1,1476783500,9781476783505,Emily Bestler/Atria,VINCE FLYNN: ORDER TO KILL,Kyle Mills,E-Book Fiction,2016-10-30
2,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2016-10-30
3,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-10-30
4,None,9781101987759,Berkley,CRIMSON DEATH,Laurell K Hamilton,E-Book Fiction,2016-10-30
